Skill ID;Skill Name;Course Slug;Code;Series;Course Type;Awarded Level;Confidence
SK-011;Leadership;chapter-4-introduction-to-safety-management-scorm12-jkruifsj;IFL-11;IFL;SKILLS;Working;A
SK-005;Culture;chapter-4-introduction-to-safety-management-scorm12-jkruifsj;IFL-11;IFL;SKILLS;Learning;B
SK-016;Field Leadership;chapter-4-introduction-to-safety-management-scorm12-jkruifsj;IFL-11;IFL;SKILLS;Learning;B
SK-054;Quality Control;chapter-4-introduction-to-safety-management-scorm12-jkruifsj;IFL-11;IFL;SKILLS;Learning;B
SK-054;Quality Control;chapter-5-introduction-to-quality-control-scorm12-hzjpxur3;IFL-12;IFL;SKILLS;Working;B
SK-011;Leadership;chapter-5-introduction-to-quality-control-scorm12-hzjpxur3;IFL-12;IFL;SKILLS;Working;B
SK-008;Accountability;chapter-5-introduction-to-quality-control-scorm12-hzjpxur3;IFL-12;IFL;SKILLS;Learning;B
SK-009;Accountability in Leadership;chapter-5-introduction-to-quality-control-scorm12-hzjpxur3;IFL-12;IFL;SKILLS;Learning;B
SK-016;Field Leadership;chapter-5-introduction-to-quality-control-scorm12-hzjpxur3;IFL-12;IFL;SKILLS;Learning;B
SK-032;Crew Planning;chapter-5-manpower-projection-scorm12-nxcglu2o;IFL-13;IFL;SKILLS;Working;A
SK-018;Foreman Role & Responsibilities;chapter-5-manpower-projection-scorm12-nxcglu2o;IFL-13;IFL;SKILLS;Working;A
SK-028;Planning & Scheduling;chapter-5-manpower-projection-scorm12-nxcglu2o;IFL-13;IFL;SKILLS;Learning;B
SK-030;Project Planning & Execution;chapter-5-manpower-projection-scorm12-nxcglu2o;IFL-13;IFL;SKILLS;Learning;B
SK-052;Documentation & Reporting;chapter-7-introduction-to-documentation-and-reporting-scorm12-kjbidn5r;IFL-14;IFL;SKILLS;Working;A
SK-011;Leadership;chapter-7-introduction-to-documentation-and-reporting-scorm12-kjbidn5r;IFL-14;IFL;SKILLS;Working;A
SK-008;Accountability;chapter-7-introduction-to-documentation-and-reporting-scorm12-kjbidn5r;IFL-14;IFL;SKILLS;Learning;B
SK-009;Accountability in Leadership;chapter-7-introduction-to-documentation-and-reporting-scorm12-kjbidn5r;IFL-14;IFL;SKILLS;Learning;B
SK-013;Leading with Purpose;chapter-7-introduction-to-documentation-and-reporting-scorm12-kjbidn5r;IFL-14;IFL;SKILLS;Learning;B
SK-011;Leadership;chapter-9-time-management-scorm12-gifb0r3z;IFL-15;IFL;SKILLS;Working;A
SK-008;Accountability;chapter-9-time-management-scorm12-gifb0r3z;IFL-15;IFL;SKILLS;Working;A
SK-009;Accountability in Leadership;chapter-9-time-management-scorm12-gifb0r3z;IFL-15;IFL;SKILLS;Learning;B
SK-016;Field Leadership;chapter-9-time-management-scorm12-gifb0r3z;IFL-15;IFL;SKILLS;Learning;B
SK-027;Identifying Strengths & Values;chapter-9-time-management-scorm12-gifb0r3z;IFL-15;IFL;SKILLS;Learning;B
SK-011;Leadership;coordinating-with-other-trades-introduction-to-field-leadership-section-2-scorm12-vclfcl72;IFL-16;IFL;SKILLS;Working;B
SK-016;Field Leadership;coordinating-with-other-trades-introduction-to-field-leadership-section-2-scorm12-vclfcl72;IFL-16;IFL;SKILLS;Working;B
SK-028;Planning & Scheduling;coordinating-with-other-trades-introduction-to-field-leadership-section-2-scorm12-vclfcl72;IFL-16;IFL;SKILLS;Learning;B
SK-030;Project Planning & Execution;coordinating-with-other-trades-introduction-to-field-leadership-section-2-scorm12-vclfcl72;IFL-16;IFL;SKILLS;Learning;B
SK-099;Communication;coordinating-with-other-trades-introduction-to-field-leadership-section-2-scorm12-vclfcl72;IFL-16;IFL;SKILLS;Learning;B
SK-011;Leadership;document-management-introduction-to-field-leadership-section-2-scorm12-su5ewyse;IFL-17;IFL;SKILLS;Working;A
SK-016;Field Leadership;document-management-introduction-to-field-leadership-section-2-scorm12-su5ewyse;IFL-17;IFL;SKILLS;Working;A
SK-053;Documentation Practices;document-management-introduction-to-field-leadership-section-2-scorm12-su5ewyse;IFL-17;IFL;SKILLS;Learning;B
SK-018;Foreman Role & Responsibilities;document-management-introduction-to-field-leadership-section-2-scorm12-su5ewyse;IFL-17;IFL;SKILLS;Learning;B
SK-052;Documentation & Reporting;document-management-introduction-to-field-leadership-section-2-scorm12-su5ewyse;IFL-17;IFL;SKILLS;Learning;B
SK-011;Leadership;employee-assistance-program-eap-and-mental-health-awareness-field-leadership-4-scorm12-tx9ouuz5;IFL-18;IFL;SKILLS;Working;A
SK-016;Field Leadership;employee-assistance-program-eap-and-mental-health-awareness-field-leadership-4-scorm12-tx9ouuz5;IFL-18;IFL;SKILLS;Working;A
SK-021;Corrective Counseling;employee-assistance-program-eap-and-mental-health-awareness-field-leadership-4-scorm12-tx9ouuz5;IFL-18;IFL;SKILLS;Learning;B
SK-101;Handling Resistance in Counseling;employee-assistance-program-eap-and-mental-health-awareness-field-leadership-4-scorm12-tx9ouuz5;IFL-18;IFL;SKILLS;Learning;B
SK-112;Building Relationships;employee-assistance-program-eap-and-mental-health-awareness-field-leadership-4-scorm12-tx9ouuz5;IFL-18;IFL;SKILLS;Learning;B
SK-011;Leadership;fmla-introduction-to-field-leadership-part-4-policy-scorm12-wvlpmgbx;IFL-19;IFL;SKILLS;Working;A
SK-016;Field Leadership;fmla-introduction-to-field-leadership-part-4-policy-scorm12-wvlpmgbx;IFL-19;IFL;SKILLS;Working;A
SK-025;Nevada Employee Rights;fmla-introduction-to-field-leadership-part-4-policy-scorm12-wvlpmgbx;IFL-19;IFL;SKILLS;Learning;B
SK-093;Written Program & Employee Rights;fmla-introduction-to-field-leadership-part-4-policy-scorm12-wvlpmgbx;IFL-19;IFL;SKILLS;Learning;B
SK-011;Leadership;harassment-discrimination-and-retaliation-prevention-introduction-to-field-leadership-part-4-scorm12-tkuwfuoz;IFL-20;IFL;SKILLS;Working;A
SK-016;Field Leadership;harassment-discrimination-and-retaliation-prevention-introduction-to-field-leadership-part-4-scorm12-tkuwfuoz;IFL-20;IFL;SKILLS;Working;A
SK-005;Culture;harassment-discrimination-and-retaliation-prevention-introduction-to-field-leadership-part-4-scorm12-tkuwfuoz;IFL-20;IFL;SKILLS;Learning;B
SK-052;Documentation & Reporting;harassment-discrimination-and-retaliation-prevention-introduction-to-field-leadership-part-4-scorm12-tkuwfuoz;IFL-20;IFL;SKILLS;Learning;B
SK-066;Electrical Work Safety;harassment-discrimination-and-retaliation-prevention-introduction-to-field-leadership-part-4-scorm12-tkuwfuoz;IFL-20;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-documentation-and-reporting-introduction-to-field-leadership-section-1-scorm12-5pb1ub8x;IFL-21;IFL;SKILLS;Working;A
SK-052;Documentation & Reporting;introduction-to-documentation-and-reporting-introduction-to-field-leadership-section-1-scorm12-5pb1ub8x;IFL-21;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-to-documentation-and-reporting-introduction-to-field-leadership-section-1-scorm12-5pb1ub8x;IFL-21;IFL;SKILLS;Learning;B
SK-008;Accountability;introduction-to-documentation-and-reporting-introduction-to-field-leadership-section-1-scorm12-5pb1ub8x;IFL-21;IFL;SKILLS;Learning;B
SK-009;Accountability in Leadership;introduction-to-documentation-and-reporting-introduction-to-field-leadership-section-1-scorm12-5pb1ub8x;IFL-21;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-effective-communication-introduction-to-field-leadership-section-1-scorm12-0vyt6ox6;IFL-22;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-to-effective-communication-introduction-to-field-leadership-section-1-scorm12-0vyt6ox6;IFL-22;IFL;SKILLS;Working;A
SK-099;Communication;introduction-to-effective-communication-introduction-to-field-leadership-section-1-scorm12-0vyt6ox6;IFL-22;IFL;SKILLS;Learning;B
SK-100;Effective Communication;introduction-to-effective-communication-introduction-to-field-leadership-section-1-scorm12-0vyt6ox6;IFL-22;IFL;SKILLS;Learning;B
SK-034;Team Morale;introduction-to-effective-communication-introduction-to-field-leadership-section-1-scorm12-0vyt6ox6;IFL-22;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-field-leadership-part-4-policy-scorm12-vyeh7q-b;IFL-23;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-to-field-leadership-part-4-policy-scorm12-vyeh7q-b;IFL-23;IFL;SKILLS;Working;A
SK-008;Accountability;introduction-to-field-leadership-part-4-policy-scorm12-vyeh7q-b;IFL-23;IFL;SKILLS;Learning;B
SK-009;Accountability in Leadership;introduction-to-field-leadership-part-4-policy-scorm12-vyeh7q-b;IFL-23;IFL;SKILLS;Learning;B
SK-014;Self-Awareness;introduction-to-field-leadership-part-4-policy-scorm12-vyeh7q-b;IFL-23;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-field-leadership-part-2-anatomy-of-a-project-scorm12-vus2qvus;IFL-24;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-to-field-leadership-part-2-anatomy-of-a-project-scorm12-vus2qvus;IFL-24;IFL;SKILLS;Working;A
SK-013;Leading with Purpose;introduction-to-field-leadership-part-2-anatomy-of-a-project-scorm12-vus2qvus;IFL-24;IFL;SKILLS;Learning;B
SK-019;Conducting Evaluations;introduction-to-field-leadership-part-2-anatomy-of-a-project-scorm12-vus2qvus;IFL-24;IFL;SKILLS;Learning;B
SK-028;Planning & Scheduling;introduction-to-field-leadership-part-2-anatomy-of-a-project-scorm12-vus2qvus;IFL-24;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-pjqoieo4;IFL-25;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-pjqoieo4;IFL-25;IFL;SKILLS;Working;A
SK-018;Foreman Role & Responsibilities;introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-pjqoieo4;IFL-25;IFL;SKILLS;Learning;B
SK-028;Planning & Scheduling;introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-pjqoieo4;IFL-25;IFL;SKILLS;Learning;B
SK-030;Project Planning & Execution;introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-pjqoieo4;IFL-25;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-project-planning-and-execution-introduction-to-field-leadership-section-1-scorm12-gsezq1ll;IFL-26;IFL;SKILLS;Working;A
SK-030;Project Planning & Execution;introduction-to-project-planning-and-execution-introduction-to-field-leadership-section-1-scorm12-gsezq1ll;IFL-26;IFL;SKILLS;Working;A
SK-028;Planning & Scheduling;introduction-to-project-planning-and-execution-introduction-to-field-leadership-section-1-scorm12-gsezq1ll;IFL-26;IFL;SKILLS;Learning;B
SK-016;Field Leadership;introduction-to-project-planning-and-execution-introduction-to-field-leadership-section-1-scorm12-gsezq1ll;IFL-26;IFL;SKILLS;Learning;B
SK-029;Project Planning;introduction-to-project-planning-and-execution-introduction-to-field-leadership-section-1-scorm12-gsezq1ll;IFL-26;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-quality-control-introduction-to-field-leadership-section-1-scorm12-gxmgfvvz;IFL-27;IFL;SKILLS;Working;B
SK-016;Field Leadership;introduction-to-quality-control-introduction-to-field-leadership-section-1-scorm12-gxmgfvvz;IFL-27;IFL;SKILLS;Working;B
SK-054;Quality Control;introduction-to-quality-control-introduction-to-field-leadership-section-1-scorm12-gxmgfvvz;IFL-27;IFL;SKILLS;Learning;B
SK-023;Employee Motivation;introduction-to-quality-control-introduction-to-field-leadership-section-1-scorm12-gxmgfvvz;IFL-27;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-safety-management-introduction-to-field-leadership-section-1-scorm12-xqqzeydb;IFL-28;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-to-safety-management-introduction-to-field-leadership-section-1-scorm12-xqqzeydb;IFL-28;IFL;SKILLS;Working;A
SK-083;Safety;introduction-to-safety-management-introduction-to-field-leadership-section-1-scorm12-xqqzeydb;IFL-28;IFL;SKILLS;Learning;B
SK-005;Culture;introduction-to-safety-management-introduction-to-field-leadership-section-1-scorm12-xqqzeydb;IFL-28;IFL;SKILLS;Learning;B
SK-061;Arc Flash Risk Assessment;introduction-to-safety-management-introduction-to-field-leadership-section-1-scorm12-xqqzeydb;IFL-28;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-to-team-management-introduction-to-field-leadership-section-1-scorm12-ymggz-66;IFL-29;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-to-team-management-introduction-to-field-leadership-section-1-scorm12-ymggz-66;IFL-29;IFL;SKILLS;Working;A
SK-033;Team Management;introduction-to-team-management-introduction-to-field-leadership-section-1-scorm12-ymggz-66;IFL-29;IFL;SKILLS;Learning;B
SK-018;Foreman Role & Responsibilities;introduction-to-team-management-introduction-to-field-leadership-section-1-scorm12-ymggz-66;IFL-29;IFL;SKILLS;Learning;B
SK-036;Delegation & Empowerment;introduction-to-team-management-introduction-to-field-leadership-section-1-scorm12-ymggz-66;IFL-29;IFL;SKILLS;Learning;B
SK-011;Leadership;introduction-introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-k-mbpeuu;IFL-30;IFL;SKILLS;Working;A
SK-016;Field Leadership;introduction-introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-k-mbpeuu;IFL-30;IFL;SKILLS;Working;A
SK-018;Foreman Role & Responsibilities;introduction-introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-k-mbpeuu;IFL-30;IFL;SKILLS;Learning;B
SK-028;Planning & Scheduling;introduction-introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-k-mbpeuu;IFL-30;IFL;SKILLS;Learning;B
SK-030;Project Planning & Execution;introduction-introduction-to-field-leadership-section-1-skills-traits-responsibilities-scorm12-k-mbpeuu;IFL-30;IFL;SKILLS;Learning;B
SK-011;Leadership;job-closeout-introduction-to-field-leadership-section-2-scorm12-n6l4pbci;IFL-31;IFL;SKILLS;Working;A
SK-016;Field Leadership;job-closeout-introduction-to-field-leadership-section-2-scorm12-n6l4pbci;IFL-31;IFL;SKILLS;Working;A
SK-112;Building Relationships;job-closeout-introduction-to-field-leadership-section-2-scorm12-n6l4pbci;IFL-31;IFL;SKILLS;Learning;B
SK-011;Leadership;job-plan-theory-introduction-to-field-leadership-section-2-scorm12-dckui4j2;IFL-32;IFL;SKILLS;Working;A
SK-016;Field Leadership;job-plan-theory-introduction-to-field-leadership-section-2-scorm12-dckui4j2;IFL-32;IFL;SKILLS;Working;A
SK-117;Creating Job Plans;job-plan-theory-introduction-to-field-leadership-section-2-scorm12-dckui4j2;IFL-32;IFL;SKILLS;Learning;B
SK-013;Leading with Purpose;job-plan-theory-introduction-to-field-leadership-section-2-scorm12-dckui4j2;IFL-32;IFL;SKILLS;Learning;B
SK-019;Conducting Evaluations;job-plan-theory-introduction-to-field-leadership-section-2-scorm12-dckui4j2;IFL-32;IFL;SKILLS;Learning;B
SK-011;Leadership;jobsite-efficiency-introduction-to-field-leadership-section-2-scorm12--oojrobn;IFL-33;IFL;SKILLS;Working;A
SK-016;Field Leadership;jobsite-efficiency-introduction-to-field-leadership-section-2-scorm12--oojrobn;IFL-33;IFL;SKILLS;Working;A
SK-028;Planning & Scheduling;jobsite-efficiency-introduction-to-field-leadership-section-2-scorm12--oojrobn;IFL-33;IFL;SKILLS;Learning;B
SK-041;Focus on Flow;jobsite-efficiency-introduction-to-field-leadership-section-2-scorm12--oojrobn;IFL-33;IFL;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;jobsite-efficiency-introduction-to-field-leadership-section-2-scorm12--oojrobn;IFL-33;IFL;SKILLS;Learning;B
SK-011;Leadership;leadership-essentials-introduction-to-field-leadership-section-3-scorm12-bzr6yskm;IFL-34;IFL;SKILLS;Working;A
SK-016;Field Leadership;leadership-essentials-introduction-to-field-leadership-section-3-scorm12-bzr6yskm;IFL-34;IFL;SKILLS;Working;A
SK-008;Accountability;leadership-essentials-introduction-to-field-leadership-section-3-scorm12-bzr6yskm;IFL-34;IFL;SKILLS;Learning;B
SK-009;Accountability in Leadership;leadership-essentials-introduction-to-field-leadership-section-3-scorm12-bzr6yskm;IFL-34;IFL;SKILLS;Learning;B
SK-012;Leadership Fundamentals;leadership-essentials-introduction-to-field-leadership-section-3-scorm12-bzr6yskm;IFL-34;IFL;SKILLS;Learning;B
SK-052;Documentation & Reporting;managing-sub-contractors-scorm12-eprbazox;IFL-35;IFL;SKILLS;Working;A
SK-083;Safety;managing-sub-contractors-scorm12-eprbazox;IFL-35;IFL;SKILLS;Working;A
SK-099;Communication;managing-sub-contractors-scorm12-eprbazox;IFL-35;IFL;SKILLS;Learning;B
SK-112;Building Relationships;managing-sub-contractors-scorm12-eprbazox;IFL-35;IFL;SKILLS;Learning;B
SK-011;Leadership;manpower-projection-introduction-to-field-leadership-section-2-scorm12-9-7cbil_;IFL-36;IFL;SKILLS;Working;A
SK-016;Field Leadership;manpower-projection-introduction-to-field-leadership-section-2-scorm12-9-7cbil_;IFL-36;IFL;SKILLS;Working;A
SK-032;Crew Planning;manpower-projection-introduction-to-field-leadership-section-2-scorm12-9-7cbil_;IFL-36;IFL;SKILLS;Learning;B
SK-018;Foreman Role & Responsibilities;manpower-projection-introduction-to-field-leadership-section-2-scorm12-9-7cbil_;IFL-36;IFL;SKILLS;Learning;B
SK-028;Planning & Scheduling;manpower-projection-introduction-to-field-leadership-section-2-scorm12-9-7cbil_;IFL-36;IFL;SKILLS;Learning;B
SK-036;Delegation & Empowerment;project-structure-delegation-and-team-development-scorm12-saxubt58;IFL-37;IFL;SKILLS;Working;A
SK-011;Leadership;project-structure-delegation-and-team-development-scorm12-saxubt58;IFL-37;IFL;SKILLS;Working;A
SK-008;Accountability;project-structure-delegation-and-team-development-scorm12-saxubt58;IFL-37;IFL;SKILLS;Learning;B
SK-009;Accountability in Leadership;project-structure-delegation-and-team-development-scorm12-saxubt58;IFL-37;IFL;SKILLS;Learning;B
SK-018;Foreman Role & Responsibilities;project-structure-delegation-and-team-development-scorm12-saxubt58;IFL-37;IFL;SKILLS;Learning;B
SK-011;Leadership;roles-and-responsibilties-of-a-foreman-introduction-to-field-leadership-section-1-scorm12-j7alnrme;IFL-38;IFL;SKILLS;Working;B
SK-018;Foreman Role & Responsibilities;roles-and-responsibilties-of-a-foreman-introduction-to-field-leadership-section-1-scorm12-j7alnrme;IFL-38;IFL;SKILLS;Working;B
SK-016;Field Leadership;roles-and-responsibilties-of-a-foreman-introduction-to-field-leadership-section-1-scorm12-j7alnrme;IFL-38;IFL;SKILLS;Learning;B
SK-034;Team Morale;roles-and-responsibilties-of-a-foreman-introduction-to-field-leadership-section-1-scorm12-j7alnrme;IFL-38;IFL;SKILLS;Learning;B
SK-030;Project Planning & Execution;roles-and-responsibilties-of-a-foreman-introduction-to-field-leadership-section-1-scorm12-j7alnrme;IFL-38;IFL;SKILLS;Learning;B
SK-011;Leadership;substance-abuse-introduction-to-field-leadership-part-4-policy-scorm12-mp01ux4h;IFL-39;IFL;SKILLS;Working;A
SK-016;Field Leadership;substance-abuse-introduction-to-field-leadership-part-4-policy-scorm12-mp01ux4h;IFL-39;IFL;SKILLS;Working;A
SK-008;Accountability;substance-abuse-introduction-to-field-leadership-part-4-policy-scorm12-mp01ux4h;IFL-39;IFL;SKILLS;Learning;B
SK-009;Accountability in Leadership;substance-abuse-introduction-to-field-leadership-part-4-policy-scorm12-mp01ux4h;IFL-39;IFL;SKILLS;Learning;B
SK-014;Self-Awareness;substance-abuse-introduction-to-field-leadership-part-4-policy-scorm12-mp01ux4h;IFL-39;IFL;SKILLS;Learning;B
SK-011;Leadership;techniques-for-better-communication-and-feedback-introduction-to-field-leadership-section-3-scorm12-eunu31cm;IFL-40;IFL;SKILLS;Working;A
SK-016;Field Leadership;techniques-for-better-communication-and-feedback-introduction-to-field-leadership-section-3-scorm12-eunu31cm;IFL-40;IFL;SKILLS;Working;A
SK-099;Communication;techniques-for-better-communication-and-feedback-introduction-to-field-leadership-section-3-scorm12-eunu31cm;IFL-40;IFL;SKILLS;Learning;B
SK-023;Employee Motivation;techniques-for-better-communication-and-feedback-introduction-to-field-leadership-section-3-scorm12-eunu31cm;IFL-40;IFL;SKILLS;Learning;B
SK-005;Culture;techniques-for-better-communication-and-feedback-introduction-to-field-leadership-section-3-scorm12-eunu31cm;IFL-40;IFL;SKILLS;Learning;B
SK-011;Leadership;time-management-introduction-to-field-leadership-section-1-scorm12-ecy9z7j1;IFL-41;IFL;SKILLS;Working;A
SK-016;Field Leadership;time-management-introduction-to-field-leadership-section-1-scorm12-ecy9z7j1;IFL-41;IFL;SKILLS;Working;A
SK-036;Delegation & Empowerment;time-management-introduction-to-field-leadership-section-1-scorm12-ecy9z7j1;IFL-41;IFL;SKILLS;Learning;B
SK-011;Leadership;using-tool-and-technology-introduction-to-field-leadership-section-1-scorm12-q5xzm9rq;IFL-42;IFL;SKILLS;Working;B
SK-016;Field Leadership;using-tool-and-technology-introduction-to-field-leadership-section-1-scorm12-q5xzm9rq;IFL-42;IFL;SKILLS;Working;B
SK-099;Communication;using-tool-and-technology-introduction-to-field-leadership-section-1-scorm12-q5xzm9rq;IFL-42;IFL;SKILLS;Learning;B
SK-044;Lean Fundamentals;chapter-01-embracing-lean-productivity-scorm12-rrruldwd;LEAN-00;LEAN;INTRO;Learning;B
SK-028;Planning & Scheduling;chapter-01-embracing-lean-productivity-scorm12-rrruldwd;LEAN-00;LEAN;INTRO;Learning;B
SK-037;Empowering Teams;chapter-01-embracing-lean-productivity-scorm12-rrruldwd;LEAN-00;LEAN;INTRO;Learning;B
SK-040;Continuous Improvement;chapter-01-embracing-lean-productivity-scorm12-rrruldwd;LEAN-00;LEAN;INTRO;Learning;B
SK-042;Pull Planning;chapter-01-embracing-lean-productivity-scorm12-rrruldwd;LEAN-00;LEAN;INTRO;Learning;B
SK-005;Culture;chapter-02-what-you-need-to-know-scorm12-n-qj69jo;LEAN-01;LEAN;INTRO;Learning;B
SK-040;Continuous Improvement;chapter-02-what-you-need-to-know-scorm12-n-qj69jo;LEAN-01;LEAN;INTRO;Learning;B
SK-050;Eight Wastes Recognition;chapter-02-what-you-need-to-know-scorm12-n-qj69jo;LEAN-01;LEAN;INTRO;Learning;B
SK-044;Lean Fundamentals;chapter-05-what-is-lean-scorm12-pvxdpabr;LEAN-03;LEAN;SKILLS;Working;A
SK-050;Eight Wastes Recognition;chapter-05-what-is-lean-scorm12-pvxdpabr;LEAN-03;LEAN;SKILLS;Working;A
SK-041;Focus on Flow;chapter-06-a-brief-history-scorm12-d1yinukr;LEAN-04;LEAN;SKILLS;Working;A
SK-037;Empowering Teams;chapter-06-a-brief-history-scorm12-d1yinukr;LEAN-04;LEAN;SKILLS;Working;A
SK-040;Continuous Improvement;chapter-06-a-brief-history-scorm12-d1yinukr;LEAN-04;LEAN;SKILLS;Learning;B
SK-045;Lean History Understanding;chapter-06-a-brief-history-scorm12-d1yinukr;LEAN-04;LEAN;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;chapter-06-a-brief-history-scorm12-d1yinukr;LEAN-04;LEAN;SKILLS;Learning;B
SK-043;Lean Application;chapter-07-how-does-lean-apply-to-construction-scorm12-wji5bpej;LEAN-05;LEAN;SKILLS;Working;A
SK-051;Eliminate Waste;chapter-07-how-does-lean-apply-to-construction-scorm12-wji5bpej;LEAN-05;LEAN;SKILLS;Working;A
SK-041;Focus on Flow;chapter-07-how-does-lean-apply-to-construction-scorm12-wji5bpej;LEAN-05;LEAN;SKILLS;Learning;B
SK-044;Lean Fundamentals;chapter-07-how-does-lean-apply-to-construction-scorm12-wji5bpej;LEAN-05;LEAN;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;chapter-07-how-does-lean-apply-to-construction-scorm12-wji5bpej;LEAN-05;LEAN;SKILLS;Learning;B
SK-028;Planning & Scheduling;chapter-08-what-processes-need-to-change-scorm12-said6ikm;LEAN-06;LEAN;SKILLS;Working;A
SK-041;Focus on Flow;chapter-08-what-processes-need-to-change-scorm12-said6ikm;LEAN-06;LEAN;SKILLS;Working;A
SK-042;Pull Planning;chapter-08-what-processes-need-to-change-scorm12-said6ikm;LEAN-06;LEAN;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;chapter-08-what-processes-need-to-change-scorm12-said6ikm;LEAN-06;LEAN;SKILLS;Learning;B
SK-099;Communication;chapter-08-what-processes-need-to-change-scorm12-said6ikm;LEAN-06;LEAN;SKILLS;Learning;B
SK-028;Planning & Scheduling;chapter-09-the-adoption-of-a-new-production-theory-scorm12-ypg1zg6x;LEAN-07;LEAN;SKILLS;Working;A
SK-050;Eight Wastes Recognition;chapter-09-the-adoption-of-a-new-production-theory-scorm12-ypg1zg6x;LEAN-07;LEAN;SKILLS;Working;A
SK-101;Handling Resistance in Counseling;chapter-09-the-adoption-of-a-new-production-theory-scorm12-ypg1zg6x;LEAN-07;LEAN;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;chapter-10-identifying-waste-in-construction-scorm12-rttb6txz;LEAN-08;LEAN;SKILLS;Working;A
SK-028;Planning & Scheduling;chapter-10-identifying-waste-in-construction-scorm12-rttb6txz;LEAN-08;LEAN;SKILLS;Working;A
SK-040;Continuous Improvement;chapter-10-identifying-waste-in-construction-scorm12-rttb6txz;LEAN-08;LEAN;SKILLS;Learning;B
SK-045;Lean History Understanding;chapter-10-identifying-waste-in-construction-scorm12-rttb6txz;LEAN-08;LEAN;SKILLS;Learning;B
SK-099;Communication;chapter-10-identifying-waste-in-construction-scorm12-rttb6txz;LEAN-08;LEAN;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;chapter-11-minimizing-waste-at-a-project-level-scorm12-bb8uiief;LEAN-09;LEAN;SKILLS;Working;A
SK-051;Eliminate Waste;chapter-11-minimizing-waste-at-a-project-level-scorm12-bb8uiief;LEAN-09;LEAN;SKILLS;Working;A
SK-028;Planning & Scheduling;chapter-11-minimizing-waste-at-a-project-level-scorm12-bb8uiief;LEAN-09;LEAN;SKILLS;Learning;B
SK-038;Project Team Leadership;chapter-11-minimizing-waste-at-a-project-level-scorm12-bb8uiief;LEAN-09;LEAN;SKILLS;Learning;B
SK-099;Communication;chapter-11-minimizing-waste-at-a-project-level-scorm12-bb8uiief;LEAN-09;LEAN;SKILLS;Learning;B
SK-036;Delegation & Empowerment;chapter-12-empowerment-of-field-personnel-scorm12-tz6n2sy9;LEAN-10;LEAN;SKILLS;Working;A
SK-037;Empowering Teams;chapter-12-empowerment-of-field-personnel-scorm12-tz6n2sy9;LEAN-10;LEAN;SKILLS;Working;A
SK-028;Planning & Scheduling;chapter-12-empowerment-of-field-personnel-scorm12-tz6n2sy9;LEAN-10;LEAN;SKILLS;Learning;B
SK-041;Focus on Flow;chapter-12-empowerment-of-field-personnel-scorm12-tz6n2sy9;LEAN-10;LEAN;SKILLS;Learning;B
SK-050;Eight Wastes Recognition;chapter-12-empowerment-of-field-personnel-scorm12-tz6n2sy9;LEAN-10;LEAN;SKILLS;Learning;B
SK-028;Planning & Scheduling;chapter-13-pull-planning-scorm12-ne5la4rr;LEAN-11;LEAN;SKILLS;Working;A
SK-042;Pull Planning;chapter-13-pull-planning-scorm12-ne5la4rr;LEAN-11;LEAN;SKILLS;Working;A
SK-011;Leadership;chapter-13-pull-planning-scorm12-ne5la4rr;LEAN-11;LEAN;SKILLS;Learning;B
SK-008;Accountability;chapter-13-pull-planning-scorm12-ne5la4rr;LEAN-11;LEAN;SKILLS;Learning;B
SK-009;Accountability in Leadership;chapter-13-pull-planning-scorm12-ne5la4rr;LEAN-11;LEAN;SKILLS;Learning;B
